Time,Symbol,Price,Quantity,Type,Status,Value,Tag
2022-01-03T20:50:00Z,TQQQ,34.997624935,-75965,Stop Market,Filled,-2658594.5781873,"10.5% monthly-reset stop" 
2022-02-01T14:31:00Z,GLD,168.23,15995,Market On Close,Filled,2690838.85,"Monthly rotation to GLD" 
2022-02-01T21:00:00Z,GLD,0,-15995,Stop Market,Canceled,0,"Monthly stop reset" 
2022-03-01T20:50:00Z,GLD,0,-15995,Stop Market,Canceled,0,"Monthly stop reset" 
2022-04-01T19:50:00Z,GLD,0,-15995,Stop Market,Canceled,0,"Monthly stop reset" 
2022-05-02T19:50:00Z,GLD,0,-15995,Stop Market,Canceled,0,"Monthly stop reset" 
2022-06-01T13:31:00Z,GLD,172.23,-15995,Market On Close,Filled,-2754818.85,"Monthly rotation to SHY" 
2022-06-01T13:31:00Z,SHY,72.158269836,37833,Market On Close,Filled,2729963.8227054,"Monthly rotation to SHY" 
2022-06-01T20:00:00Z,SHY,0,-37833,Stop Market,Canceled,0,"Monthly stop reset" 
2022-07-01T19:50:00Z,SHY,0,-37833,Stop Market,Canceled,0,"Monthly stop reset" 
2022-08-01T19:50:00Z,SHY,0,-37833,Stop Market,Canceled,0,"Monthly stop reset" 
2022-09-01T13:31:00Z,SHY,71.521579994,-37833,Market On Close,Filled,-2705875.935913,"Monthly rotation to IEF" 
2022-09-01T13:31:00Z,IEF,86.970327948,31145,Market On Close,Filled,2708690.8639405,"Monthly rotation to IEF" 
2022-09-01T20:00:00Z,IEF,0,-31145,Stop Market,Canceled,0,"Monthly stop reset" 
2022-10-03T13:31:00Z,IEF,84.507018464,-31145,Market On Close,Filled,-2631971.0900613,"Monthly rotation to SHY" 
2022-10-03T13:31:00Z,SHY,70.875647936,37063,Market On Close,Filled,2626864.139452,"Monthly rotation to SHY" 
2022-10-03T20:00:00Z,SHY,0,-37063,Stop Market,Canceled,0,"Monthly stop reset" 
2022-11-01T19:50:00Z,SHY,0,-37063,Stop Market,Canceled,0,"Monthly stop reset" 
2022-12-01T20:50:00Z,SHY,0,-37063,Stop Market,Canceled,0,"Monthly stop reset" 
2023-01-03T14:31:00Z,SHY,71.266473912,-37063,Market On Close,Filled,-2641349.3226005,"Monthly rotation to GLD" 
2023-01-03T14:31:00Z,GLD,171.06,15704,Market On Close,Filled,2686326.24,"Monthly rotation to GLD" 
2023-01-03T21:00:00Z,GLD,0,-15704,Stop Market,Canceled,0,"Monthly stop reset" 
2023-02-01T20:50:00Z,GLD,0,-15704,Stop Market,Canceled,0,"Monthly stop reset" 
2023-03-01T20:50:00Z,GLD,0,-15704,Stop Market,Canceled,0,"Monthly stop reset" 
2023-04-03T13:31:00Z,GLD,184.54,-15704,Market On Close,Filled,-2898016.16,"Monthly rotation to TQQQ" 
2023-04-03T13:31:00Z,TQQQ,13.517670699,209846,Market On Close,Filled,2836629.1255024,"Monthly rotation to TQQQ" 
2023-04-03T20:00:00Z,TQQQ,0,-209846,Stop Market,Canceled,0,"Monthly stop reset" 
2023-05-01T13:31:00Z,TQQQ,13.5706622805,-209846,Market On Close,Filled,-2847749.1969138,"Monthly rotation to TECL" 
2023-05-01T13:31:00Z,TECL,33.994314256,85374,Market On Close,Filled,2902230.5852917,"Monthly rotation to TECL" 
2023-05-01T20:00:00Z,TECL,0,-85374,Stop Market,Canceled,0,"Monthly stop reset" 
2023-06-01T13:31:00Z,TECL,44.147977048,-85374,Market On Close,Filled,-3769089.392496,"Monthly rotation to TQQQ" 
2023-06-01T13:31:00Z,TQQQ,17.3475168165,217819,Market On Close,Filled,3778618.7654532,"Monthly rotation to TQQQ" 
2023-06-01T20:00:00Z,TQQQ,0,-217819,Stop Market,Canceled,0,"Monthly stop reset" 
2023-07-03T16:50:00Z,TQQQ,0,-217819,Stop Market,Canceled,0,"Monthly stop reset" 
2023-08-01T13:31:00Z,TQQQ,21.72738084,-217819,Market On Close,Filled,-4732636.367188,"Monthly rotation to TECL" 
2023-08-01T13:31:00Z,TECL,53.738223,88682,Market On Close,Filled,4765613.092086,"Monthly rotation to TECL" 
2023-08-01T20:00:00Z,TECL,48.095709585,-88682,Stop Market,Filled,-4265223.717417,"10.5% monthly-reset stop" 
2023-09-01T13:31:00Z,TQQQ,20.4370759725,205065,Market On Close,Filled,4190928.9843007,"Monthly rotation to TQQQ" 
2023-09-01T20:00:00Z,TQQQ,18.291182995388,-205065,Stop Market,Filled,-3750881.4409491,"10.5% monthly-reset stop" 
2023-10-02T13:31:00Z,TQQQ,17.6864237305,218062,Market On Close,Filled,3856736.9315203,"Monthly rotation to TQQQ" 
2023-10-02T20:00:00Z,TQQQ,15.829349238797,-218062,Stop Market,Filled,-3451779.5537107,"10.5% monthly-reset stop" 
2023-11-01T13:31:00Z,TQQQ,16.7165074305,211544,Market On Close,Filled,3536276.8478777,"Monthly rotation to TQQQ" 
2023-11-01T20:00:00Z,TQQQ,0,-211544,Stop Market,Canceled,0,"Monthly stop reset" 
2023-12-01T20:50:00Z,TQQQ,0,-211544,Stop Market,Canceled,0,"Monthly stop reset" 
2024-01-02T14:31:00Z,TQQQ,23.443709082,-211544,Market On Close,Filled,-4959375.9940426,"Monthly rotation to TECL" 
2024-01-02T14:31:00Z,TECL,57.3747804,81207,Market On Close,Filled,4659233.7919428,"Monthly rotation to TECL" 
2024-01-02T21:00:00Z,TECL,0,-81207,Stop Market,Canceled,0,"Monthly stop reset" 
2024-02-01T20:50:00Z,TECL,0,-81207,Stop Market,Canceled,0,"Monthly stop reset" 
2024-03-01T14:31:00Z,TECL,78.344196,-81207,Market On Close,Filled,-6362097.124572,"Monthly rotation to TQQQ" 
2024-03-01T14:31:00Z,TQQQ,30.750080082,209581,Market On Close,Filled,6444632.5336656,"Monthly rotation to TQQQ" 
2024-03-01T21:00:00Z,TQQQ,0,-209581,Stop Market,Canceled,0,"Monthly stop reset" 
2024-04-01T13:31:00Z,TQQQ,30.279378291,-209581,Market On Close,Filled,-6345982.3816061,"Monthly rotation to TECL" 
2024-04-01T13:31:00Z,TECL,75.321675858,84853,Market On Close,Filled,6391270.1615789,"Monthly rotation to TECL" 
2024-04-01T20:00:00Z,TECL,67.41289989291,-84853,Stop Market,Filled,-5720186.7946131,"10.5% monthly-reset stop" 
2024-05-01T13:31:00Z,TECL,59.369227788,93371,Market On Close,Filled,5543364.1677933,"Monthly rotation to TECL" 
2024-05-01T20:00:00Z,TECL,0,-93371,Stop Market,Canceled,0,"Monthly stop reset" 
2024-06-03T19:50:00Z,TECL,0,-93371,Stop Market,Canceled,0,"Monthly stop reset" 
2024-07-01T19:50:00Z,TECL,81.39252680514,-93371,Stop Market,Filled,-7599701.6203227,"10.5% monthly-reset stop" 
2024-08-01T13:31:00Z,TECL,70.489368072,97963,Market On Close,Filled,6905349.9644373,"Monthly rotation to TECL" 
2024-08-01T20:00:00Z,TECL,63.08798442444,-97963,Stop Market,Filled,-6180288.2181714,"10.5% monthly-reset stop" 
2024-09-03T13:31:00Z,TECL,66.968635194,90545,Market On Close,Filled,6063675.0736407,"Monthly rotation to TECL" 
2024-09-03T20:00:00Z,TECL,0,-90545,Stop Market,Canceled,0,"Monthly stop reset" 
2024-10-01T13:31:00Z,TECL,75.87786375,-90545,Market On Close,Filled,-6870361.1732437,"Monthly rotation to TQQQ" 
2024-10-01T13:31:00Z,TQQQ,34.175469471,234696,Market On Close,Filled,8020845.9829658,"Monthly rotation to TQQQ" 
2024-10-01T20:00:00Z,TQQQ,0,-234696,Stop Market,Canceled,0,"Monthly stop reset" 
2024-11-01T13:31:00Z,TQQQ,34.9188425465,-234696,Market On Close,Filled,-8195312.6702934,"Monthly rotation to TECL" 
2024-11-01T13:31:00Z,TECL,78.063146226,102763,Market On Close,Filled,8022003.0956224,"Monthly rotation to TECL" 
2024-11-01T20:00:00Z,TECL,0,-102763,Stop Market,Canceled,0,"Monthly stop reset" 
2024-12-02T20:50:00Z,TECL,0,-102763,Stop Market,Canceled,0,"Monthly stop reset" 
2025-01-02T14:31:00Z,TECL,84.08323638,-102763,Market On Close,Filled,-8640645.6201179,"Monthly rotation to TQQQ" 
2025-01-02T14:31:00Z,TQQQ,38.8383803235,222350,Market On Close,Filled,8635713.8649302,"Monthly rotation to TQQQ" 
2025-01-02T21:00:00Z,TQQQ,0,-222350,Stop Market,Canceled,0,"Monthly stop reset" 
2025-02-03T14:31:00Z,TQQQ,39.870711684,-222350,Market On Close,Filled,-8865252.7429374,"Monthly rotation to TECL" 
2025-02-03T14:31:00Z,TECL,77.09420862,113048,Market On Close,Filled,8715346.0960738,"Monthly rotation to TECL" 
2025-02-03T21:00:00Z,TECL,68.9993167149,-113048,Stop Market,Filled,-7800234.755986,"10.5% monthly-reset stop" 
2025-03-03T14:31:00Z,TECL,66.86294472,108666,Market On Close,Filled,7265728.7509435,"Monthly rotation to TECL" 
2025-03-03T21:00:00Z,TECL,59.8423355244,-108666,Stop Market,Filled,-6502827.2320945,"10.5% monthly-reset stop" 
2025-04-01T13:31:00Z,GLD,287.57,24960,Market On Close,Filled,7177747.2,"Monthly rotation to GLD" 
2025-04-01T20:00:00Z,GLD,0,-24960,Stop Market,Canceled,0,"Monthly stop reset" 
2025-05-01T19:50:00Z,GLD,0,-24960,Stop Market,Canceled,0,"Monthly stop reset" 
2025-06-02T13:31:00Z,GLD,311.67,-24960,Market On Close,Filled,-7779283.2,"Monthly rotation to TECL" 
2025-06-02T13:31:00Z,TECL,68.921342362,112970,Market On Close,Filled,7786044.0466351,"Monthly rotation to TECL" 
2025-06-02T20:00:00Z,TECL,0,-112970,Stop Market,Canceled,0,"Monthly stop reset" 
2025-07-01T13:31:00Z,TECL,85.603877672,-112970,Market On Close,Filled,-9670670.0606058,"Monthly rotation to TQQQ" 
2025-07-01T13:31:00Z,TQQQ,40.184728336,240888,Market On Close,Filled,9680018.8394024,"Monthly rotation to TQQQ" 
2025-07-01T20:00:00Z,TQQQ,0,-240888,Stop Market,Canceled,0,"Monthly stop reset" 
2025-08-01T19:50:00Z,TQQQ,0,-240888,Stop Market,Canceled,0,"Monthly stop reset" 
2025-09-02T19:50:00Z,TQQQ,0,-240888,Stop Market,Canceled,0,"Monthly stop reset" 
2025-10-01T19:50:00Z,TQQQ,0,-240888,Stop Market,Canceled,0,"Monthly stop reset" 
2025-11-03T20:50:00Z,TQQQ,51.94559147216,-240888,Stop Market,Filled,-12513069.638546,"10.5% monthly-reset stop" 
2025-12-01T14:31:00Z,TECL,116.812841854,107199,Market On Close,Filled,12522219.833907,"Monthly rotation to TECL" 
2025-12-01T21:00:00Z,TECL,0,-107199,Stop Market,Canceled,0,"Monthly stop reset" 
2026-01-02T14:31:00Z,TECL,117.934066264,-107199,Market On Close,Filled,-12642413.969435,"Monthly rotation to TQQQ" 
2026-01-02T14:31:00Z,TQQQ,52.143829995,238923,Market On Close,Filled,12458360.293895,"Monthly rotation to TQQQ" 
2026-01-02T21:00:00Z,TQQQ,0,-238923,Stop Market,Canceled,0,"Monthly stop reset" 
2026-02-02T14:31:00Z,TQQQ,54.88299967,-238923,Market On Close,Filled,-13112810.930155,"Monthly rotation to TECL" 
2026-02-02T14:31:00Z,TECL,118.303358787,112921,Market On Close,Filled,13358933.577587,"Monthly rotation to TECL" 
2026-02-02T21:00:00Z,TECL,105.88150611436,-112921,Stop Market,Filled,-11956245.55194,"10.5% monthly-reset stop" 
2026-03-02T14:31:00Z,TECL,102.363895024,117929,Market On Close,Filled,12071671.776285,"Monthly rotation to TECL" 
2026-03-02T21:00:00Z,TECL,91.61568604648,-117929,Stop Market,Filled,-10804146.239775,"10.5% monthly-reset stop" 
2026-04-01T13:31:00Z,GLD,437.82,24651,Market On Close,Filled,10792700.82,"Monthly rotation to GLD" 
2026-04-01T20:00:00Z,GLD,0,-24651,Stop Market,Canceled,0,"Monthly stop reset" 
2026-05-01T13:31:00Z,GLD,423.18,-24651,Market On Close,Filled,-10431810.18,"Monthly rotation to TECL" 
2026-05-01T13:31:00Z,TECL,152.526987342,70203,Market On Close,Filled,10707852.09237,"Monthly rotation to TECL" 
2026-05-01T20:00:00Z,TECL,0,-70203,Stop Market,Canceled,0,"Monthly stop reset" 
2026-06-01T13:31:00Z,TECL,263.440264329,-70203,Market On Close,Filled,-18494296.876689,"Monthly rotation to TQQQ" 
2026-06-01T13:31:00Z,TQQQ,85.842090792,198365,Market On Close,Filled,17028066.339955,"Monthly rotation to TQQQ" 
2026-06-01T20:00:00Z,TQQQ,76.82867125884,-198365,Stop Market,Filled,-15240119.37426,"10.5% monthly-reset stop" 
